Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.293614128,5/23/16,9,0,10,24.21,6.8,31,11.76,29.23,30.02,3158,,
0.031283503,5/23/16,10,0,10,25.45,6.53,28.64,10.56,29.22,30.01,3850.5,,
0.082596561,5/23/16,11,0,10,26.35,5.8,25.32,6.92,29.21,30,4283.75,,
0.930757831,5/23/16,12,0,10,27,5.54,24,4.44,29.2,29.99,4394.75,,
0.626490199,5/23/16,13,0,10,27.68,4.42,20.82,7.42,29.19,29.98,4350.5,,
0.029694797,5/23/16,14,0,10,27.85,3.54,19.39,7.12,29.17,29.97,4060.75,,
0.526132595,5/23/16,15,0,10,27.75,3.41,19.12,8.36,29.16,29.95,3426.5,,
0.701542696,5/23/16,16,0,10,27.28,5.68,22.64,9.92,29.16,29.95,2622,,
0.700058519,5/23/16,17,0,10,26.36,5.62,24.32,7.8,29.15,29.94,1215.25,,
0.672760736,5/24/16,6,0,10,16.71,9.97,63.08,6,29.24,30.03,257.5,,
0.094408445,5/24/16,7,0,10,21.27,10.9,48.68,7.16,29.26,30.05,994,,
0.880044567,5/24/16,8,0.14,10,24.18,11.59,41.36,9.04,29.24,30.03,2132,,
0.773355117,5/24/16,9,0,10,26,11.9,38.36,11.16,29.25,30.04,3056,,
0.08614681,5/24/16,10,0,10,27.86,11.67,34.2,13.08,29.24,30.03,3476.75,,
0.331293626,5/24/16,11,0,10,28.62,9.37,28.36,16.64,29.23,30.02,2891.25,,
0.716064592,5/24/16,12,0,10,29.06,10.24,28.53,18.23,29.21,30,4022.5,,
0.489984923,5/24/16,13,0.43,10,25.32,7.19,25.74,13.85,29.19,29.99,4259,,
0.643818414,5/24/16,14,0.41,10,29.11,11.82,30.88,18.12,29.19,29.99,4101.5,,
0.658277426,5/24/16,15,0.52,10,29.04,12.31,32.96,17.6,29.2,29.99,3584.75,,
0.024937009,5/24/16,16,0.42,10,28.51,13.06,35.32,16.56,29.18,29.97,2770,,
0.107306603,5/24/16,17,0.29,10,27.44,13.41,39.04,14.72,29.18,29.97,1576.5,,
0.479317276,5/25/16,6,0,10,20.08,17.37,86.04,8.04,29.26,30.05,273.95,,
0.962583313,5/25/16,7,0,10,22.18,17.51,76.12,9.8,29.27,30.06,1020.5,,
0.47938769,5/25/16,8,0,10,24.42,16.93,62.72,6.76,29.25,30.04,2091,,
0.952110297,5/25/16,9,0,10,26.35,16.4,54.48,8.72,29.23,30.02,2639.75,,
0.300139743,5/25/16,10,0,10,27.84,16.87,51.44,9.68,29.22,30.01,3486,,
0.223271276,5/25/16,11,0,10,29.07,16.9,47.68,12.56,29.21,30,3410.5,,
0.899520054,5/25/16,12,0.28,10,24.78,12.97,37.89,16.36,29.19,29.98,3675,,
0.666378686,5/25/16,13,0.41,10,22.23,10.5,33.13,16.59,29.17,29.96,3910.5,,
0.371631503,5/25/16,14,0.63,10,25.8,14.36,42.16,21.12,23.96,29.97,3113.5,,
0.539651545,5/25/16,15,0.53,10,29.16,18.46,52.2,18.6,29.16,29.95,2156,,
0.165305786,5/25/16,16,0,10,28.71,16.96,49.84,21.4,29.13,29.92,1676.25,,
0.369277555,5/25/16,17,0,10,27.85,17.48,53.28,15.68,29.12,29.91,1326.5,,
0.449030369,5/26/16,6,1,5.72,21.06,19.86,89.04,8.76,29.18,29.97,149.38,,
0.58212295,5/26/16,7,1,5.38,19.43,18.94,88.66,13.12,29.2,29.99,374.75,,
0.629142821,5/26/16,8,0.98,8.21,18.11,17.91,94.14,9.14,29.19,29.98,30.17,,
0.274277702,5/26/16,9,0.83,8,18.48,18.47,93.15,12.85,29.2,29.99,80.05,,
0.273304673,5/26/16,10,0.55,10,19.59,18.06,93,12.12,29.17,29.96,238.5,,
0.856008251,5/26/16,11,0,10,23.93,18.96,82.08,9.2,29.14,29.93,2202.5,,
0.366242883,5/26/16,12,0,10,25.94,19.45,70.61,7.48,29.13,29.92,3507.75,,
0.22937017,5/26/16,13,0,10,27.08,20.47,64.85,9.64,29.14,29.93,3668.75,,
0.275777766,5/26/16,14,0,10,26.98,19.51,59.08,11.84,29.12,29.91,3115.5,,
0.291363035,5/26/16,15,0,10,26.98,19.48,60.16,14.44,29.11,29.9,2238.25,,
0.144000237,5/26/16,16,0,10,26.6,20.24,64.16,10.44,29.08,29.87,2217.75,,
0.670615533,5/26/16,17,0,10,26.14,20.79,66.92,10.48,29.08,29.87,1284,,
0.805395843,5/27/16,6,0.73,10,19.61,18.54,90.96,8.4,29.15,29.94,306.5,,
0.193787524,5/27/16,7,0.42,10,20.76,19.14,85.92,11.08,29.16,29.95,802.25,,
0.828713295,5/27/16,8,0.83,10,22.2,19.4,82.28,12.44,29.17,29.96,1116.75,,
0.37177636,5/27/16,9,0.42,10,23.8,19.47,71.68,13.64,29.15,29.94,2683.5,,
0.90162838,5/27/16,10,0.55,10,23.91,19.34,69.84,17.48,29.14,29.93,2287.25,,
0.777673002,5/27/16,11,0.3,10,25.42,18.98,63.92,21.92,29.12,29.91,2411.25,,
0.953382613,5/27/16,12,0.65,10,26.27,18.74,58.4,20.04,29.11,29.9,3097.5,,
0.644283875,5/27/16,13,0.82,10,26.17,19.07,59.6,21,29.1,29.89,2917.25,,
0.361371466,5/27/16,14,0.76,10,25.67,19.32,62.96,15.84,29.09,29.88,1558.25,,
0.726661906,5/27/16,15,0.72,10,26.21,20.01,64.84,15.04,29.08,29.87,1540.75,,
0.591055665,5/27/16,16,0.54,10,26.14,19.67,63.07,17.51,29.07,29.86,1143,,
0.063811765,5/27/16,17,0.78,7.96,22.23,19.99,81.3,14,29.08,29.87,576.2,,
0.246945259,5/28/16,6,0.29,10,21.2,19.26,85.92,12.16,29.14,29.93,217.38,,
0.955011641,5/28/16,7,0.3,10,21.98,19.85,84.23,15.73,29.15,29.94,576.75,,
0.290651142,5/28/16,8,0.76,10,22.33,19.67,80.8,16.96,29.17,29.96,812,,
0.070731184,5/28/16,9,0.91,10,22.43,19.73,82.64,15.44,29.18,29.97,672,,
0.616498653,5/28/16,10,0.75,10,23.43,20.02,80.85,14.8,29.18,29.98,1264.75,,
0.35401015,5/28/16,11,0.28,10,24.02,19.96,74.52,15.6,29.19,29.98,2289.25,,
0.03053127,5/28/16,12,0,10,24.83,20.08,74.2,17.56,29.18,29.97,1868,,
0.712903655,5/28/16,13,0.01,10,25.6,20.26,69,18.84,29.17,29.96,2929.5,,
0.318177164,5/28/16,14,0,10,26.29,19.88,64.44,19.04,29.17,29.96,3436.5,,
0.98792146,5/28/16,15,0,10,27.05,20.21,63.44,18.12,29.16,29.95,3203.25,,
0.27883089,5/28/16,16,0,10,27.12,19.54,60.88,19.76,29.15,29.94,2734.25,,
0.935265299,5/28/16,17,0,10,26.37,19.8,63.36,18.48,29.15,29.94,1658.25,,
0.338000044,5/29/16,6,0,10,21.28,19.48,87.44,8,29.26,30.05,251.5,,
0.458456502,5/29/16,7,0,10,23.59,19.32,75.48,9.32,29.28,30.07,990.25,,
0.465389938,5/29/16,8,0,10,25.01,18.02,64.72,10.44,29.28,30.07,2027.25,,
0.252646554,5/29/16,9,0.15,10,26.04,16.98,57.04,10.44,29.28,30.07,2920,,
0.398914048,5/29/16,10,0.62,10,26.75,16.54,53.36,12.68,29.28,30.07,3404.5,,
0.595141502,5/29/16,11,0.74,10,27.37,15.9,48.88,14.08,29.28,30.07,3716.75,,
0.352195123,5/29/16,12,0.53,10,28.36,15.28,44.48,14,29.28,30.07,3777,,
0.182141489,5/29/16,13,0.43,10,28.66,13.7,38.84,14.04,29.27,30.06,3735.25,,
0.204178065,5/29/16,14,0.15,10,28.85,14.42,40.64,12.48,29.26,30.05,3558.5,,
0.729457735,5/29/16,15,0.29,10,28.62,14.13,40.04,12.76,29.25,30.04,3331,,
0.08215267,5/29/16,16,0.28,10,28.44,13.77,39.52,13.12,29.24,30.03,2395,,
0.190471128,5/29/16,17,0.43,9.04,27.66,14.22,42.28,9.4,29.23,30.02,1672,,
0.087004568,5/30/16,6,0,10,19.3,16.34,83.12,0,29.27,30.06,258.75,,
0.177624548,5/30/16,7,0,10,23.15,16.9,67.76,2.56,29.28,30.07,929.25,,
0.841626409,5/30/16,8,0,10,26.14,15.72,51.24,6.08,29.3,30.09,2045.25,,
0.894978332,5/30/16,9,0.14,10,27.51,15.03,44.64,4.76,29.28,30.07,2858,,
0.487084149,5/30/16,10,0.42,10,28.26,14.32,41.32,6.32,29.27,30.06,3472.25,,
0.337808766,5/30/16,11,0.72,10,28.97,14.13,39.78,5.67,29.26,30.05,3835.5,,
0.332024256,5/30/16,12,0.41,10,26.36,3.28,21.02,0.66,29.23,30.02,3826.75,,
0.398953046,5/30/16,13,0.15,10,30.17,11.83,30,7.24,29.22,30.01,3113,,
0.693546206,5/30/16,14,0,10,30.54,10.51,27.06,4.06,29.2,30,3370.5,,
0.524817288,5/30/16,15,0.02,10,30.33,10.07,20.8,0.33,10.04,29.98,3031.25,,
0.652525381,5/30/16,16,0.18,10,27.67,9.53,23.94,6.48,15.41,29.97,1381.25,,
0.156685874,5/30/16,17,0.34,10,28.34,14.67,23.21,10.8,11.03,29.97,484.75,,
0.514415801,5/31/16,6,0,10,20.35,16.32,70.67,3.72,29.21,30,253.5,,
0.115090319,5/31/16,7,0,10,22.05,16.42,63.64,3.72,29.21,30,489.25,,
0.565018176,5/31/16,8,0,10,24.32,15.97,56.24,4.4,29.2,29.99,1154,,
0.047354494,5/31/16,9,0,10,26.39,16.15,49.68,5.76,29.18,29.97,2189.25,,
0.751359421,5/31/16,10,0,10,27.61,15.67,44.32,9.04,29.19,29.98,2168.5,,
0.695889802,5/31/16,11,0.28,10,28.35,15.62,40.12,10.76,29.18,29.97,2175.25,,
0.017099226,5/31/16,12,0.42,10,26.47,11.52,34.33,10.16,29.17,29.96,2560.75,,
0.006903157,5/31/16,13,0.86,10,28.54,14.46,37.88,10.73,29.15,29.94,3227.75,,
0.009599416,5/31/16,14,0.63,10,29.34,15.46,39.6,10.6,29.14,29.93,3251,,
0.524356411,5/31/16,15,0.04,9.85,28.84,15.41,22.35,7.23,9.3,29.93,2638.75,,
0.660748139,5/31/16,16,0.08,8.35,24.22,16.71,23.57,10.99,9.3,29.93,740.68,,
0.640349993,5/31/16,17,0.08,8.73,20.2,18.25,29,11.26,11.03,29.95,75.33,,
0.967333579,6/1/16,6,0.92,9.88,19.96,18.89,89.88,6.72,29.18,29.98,188.25,,
0.465164924,6/1/16,7,0.92,7.08,19.65,18.79,90.84,4.84,29.2,29.99,265.5,,
0.653476579,6/1/16,8,0.74,7.2,20.06,19.39,93.32,6,29.18,29.97,196.05,,
0.138319748,6/1/16,9,0.66,10,20.78,19.48,89.88,4.72,29.18,29.97,1087.5,,
0.453372284,6/1/16,10,0.92,9.92,21.6,19.36,84.96,1.6,29.19,29.98,855,,
0.277918529,6/1/16,11,0.42,10,22.78,20.01,82,3.08,29.19,29.98,1607.5,,
0.134172666,6/1/16,12,0.65,10,24.15,20.42,77.92,4.48,29.19,29.98,2348.25,,
0.628101526,6/1/16,13,0.75,10,24.93,20.2,71.76,5.56,29.17,29.96,2899,,
0.178259478,6/1/16,14,0.75,10,25.8,19.78,68.36,3.56,29.15,29.94,2637.5,,
0.950146118,6/1/16,15,0.63,10,26.31,20.07,67.16,4.81,29.15,29.94,1970.5,,
0.87124909,6/1/16,16,0.42,10,26.67,19.96,64.08,5.04,29.14,29.93,2408.25,,
0.941647508,6/1/16,17,0.28,10,26.17,19.61,64.16,4.92,29.14,29.93,1458.75,,
0.194911898,6/2/16,6,0,10,18.98,15.58,74.48,3.44,29.27,30.06,274,,
0.814379154,6/2/16,7,0,10,22.02,14.92,61.24,2.24,29.28,30.07,910,,
0.664380689,6/2/16,8,0,10,24.47,12.62,46.64,5.68,29.29,30.08,1903.75,,
0.410739601,6/2/16,9,0,10,25.19,11.54,41.12,6.76,29.29,30.08,2444,,
0.558795832,6/2/16,10,0,10,25.58,10.86,39.2,2.56,29.29,30.08,2787.75,,
0.215486358,6/2/16,11,0,10,26.25,10.35,34.72,7,29.28,30.07,3094.5,,
0.883829394,6/2/16,12,0,10,26.85,10.1,33.04,8.4,29.27,30.06,3472.5,,
0.847733478,6/2/16,13,0,10,27.35,10.15,32.28,9.32,29.25,30.04,4549.25,,
0.986519134,6/2/16,14,0,10,27.58,10.38,32.8,7.16,29.24,30.03,4328,,
0.326719768,6/2/16,15,0,10,27.6,9.98,31.36,8.32,29.22,30.01,3738,,
0.933870027,6/2/16,16,0,10,27.5,9.23,29.6,7.72,29.21,30,2916,,
0.276953783,6/2/16,17,0,10,27.13,9.77,31.88,6.8,29.21,30,1874,,
0.484993265,6/3/16,6,0,10,18.86,12.85,62.44,1.16,29.29,30.08,365.5,,
0.222657943,6/3/16,7,0,10,21.66,12.71,53.08,2.12,29.29,30.08,1112.75,,
0.48120084,6/3/16,8,0,10,23.53,11.12,43.84,5.04,29.3,30.09,1723,,
0.129829867,6/3/16,9,0,10,24.41,11.3,42.64,1.6,29.3,30.09,2601.25,,
0.06824985,6/3/16,10,0,10,25.13,11.24,40.88,0,29.3,30.09,2573.25,,
0.202711638,6/3/16,11,0,10,26.07,11.3,38.32,1.2,29.29,30.08,3461.25,,
0.872922487,6/3/16,12,0,10,27.16,10.71,34.88,1.2,29.29,30.08,3573,,
0.130472849,6/3/16,13,0,10,27.38,10.82,33.16,0.32,29.27,30.06,4303.5,,
0.944820107,6/3/16,14,0,10,27.13,10.2,32.89,0.99,29.26,30.05,2245.25,,
0.660997592,6/3/16,15,0,10,27.81,10.2,31,1.2,29.22,30.01,2540.5,,
0.21152039,6/3/16,16,0,10,27.08,10.23,30.78,3.33,29.21,30,2108.5,,
0.58839111,6/3/16,17,0,10,27.03,9.54,30.59,6.77,29.2,29.99,1170.5,,
0.234375506,6/4/16,6,1,4.79,17.95,17.55,92.93,5.66,29.14,29.93,47.25,,
0.753960535,6/4/16,7,1,5.02,17.68,17.53,95.63,8.66,29.12,29.92,101.2,,
0.566708786,6/4/16,8,1,4.13,17.03,17.05,95.37,9.51,29.11,29.91,98.25,,
0.193256947,6/4/16,9,1,5.24,17.05,16.93,95.72,10.04,29.1,29.89,244.75,,
0.725193389,6/4/16,10,1,5.19,17.58,17.26,96.59,10.41,29.08,29.87,291.75,,
0.225597609,6/4/16,11,1,9.58,18.3,17.85,94.38,7.96,29.07,29.86,477.5,,
0.527827913,6/4/16,12,1,9.28,18.79,18.14,93,8.18,29.06,29.85,318.25,,
0.414314779,6/4/16,13,1,9.72,19.5,18.7,92.04,6.4,29.04,29.83,725.5,,
0.634674304,6/4/16,14,1,9.85,20.81,19.06,89.08,8.58,29.01,29.81,955.25,,
0.226748324,6/4/16,15,0.82,10,21.95,19.23,84.82,6.52,28.99,29.78,1348.75,,
0.732485524,6/4/16,16,0.41,10,23.17,19.6,82.64,6.72,28.98,29.77,1417.75,,
0.03589792,6/4/16,17,0.28,10,23.6,20.28,81.47,7.23,28.97,29.76,1662.5,,
0.641105478,6/5/16,6,0.14,10,18.41,16.62,87,9.56,28.94,29.73,292,,
0.734250438,6/5/16,7,0.64,10,19.21,17.02,85.67,14.48,28.95,29.74,1102,,
0.406258463,6/5/16,8,0.99,10,19.48,16.48,82.92,14.64,28.97,29.76,1959.25,,
0.997638467,6/5/16,9,1,10,20.35,16.44,77.6,14.04,28.97,29.76,1673.5,,
0.33421315,6/5/16,10,0.9,10,21.45,16.69,72.31,14,28.98,29.77,2347.75,,
0.123257625,6/5/16,11,0.75,10,22.73,16.82,68,13.32,28.98,29.77,2488.25,,
0.105623297,6/5/16,12,0.75,10,23.42,16.88,64.56,16.32,28.97,29.76,3565.5,,
0.255395524,6/5/16,13,0.45,10,24.04,16.54,60.64,15.12,28.97,29.76,3537,,
0.020040274,6/5/16,14,0.53,10,25.04,14.9,51.68,17.88,28.96,29.75,3646.25,,
0.098436066,6/5/16,15,0.53,10,25.46,12.96,42.76,18,28.97,29.76,2830.25,,
0.68360214,6/5/16,16,0.44,10,25.68,12.53,41.68,16.08,28.97,29.76,2757.75,,
0.537797219,6/5/16,17,0.39,10,25.43,12.08,40.4,16,28.97,29.76,1842,,
0.598568943,6/6/16,6,0,10,19.4,15.07,72.56,8.12,28.97,29.76,266,,
0.039837161,6/6/16,7,0,10,21.58,15.45,67.48,11.12,28.97,29.76,1082.5,,
0.159028987,6/6/16,8,0,10,23.13,16.33,64.36,9.92,28.96,29.75,2245.75,,
0.246401277,6/6/16,9,0.42,10,24.59,16.44,59.84,13.44,28.95,29.74,3208.5,,
0.450513741,6/6/16,10,0,10,26.56,13.58,43.8,16.04,28.94,29.73,3945.5,,
0.397294725,6/6/16,11,0,10,28.14,8.53,28.8,20.12,28.93,29.72,4418.25,,
0.801204667,6/6/16,12,0.14,10,29.04,6.42,23,21.44,28.92,29.71,4593.25,,
0.228702132,6/6/16,13,0.15,10,29.51,6.42,22.72,26.64,28.92,29.7,4390.25,,
0.300140911,6/6/16,14,0.28,10,29.69,6.32,22.6,21.12,28.9,29.69,4307.5,,
0.1175931,6/6/16,15,0.28,10,29.43,6.53,22.92,18.6,28.9,29.69,3701,,
0.913853078,6/6/16,16,0.43,10,28.96,6.53,24.2,18.56,28.9,29.68,2875,,
0.881195477,6/6/16,17,0.43,10,28.11,6.44,24.84,16.88,28.9,29.68,1762,,
0.090257005,6/7/16,6,0,10,16.53,11.31,69.24,11.24,29.05,29.84,234.58,,
0.370938714,6/7/16,7,0,10,17.96,11.04,62.56,15.32,29.07,29.86,1134.75,,
0.656436915,6/7/16,8,0,10,19.29,10.38,55.16,12.8,29.08,29.87,2333.25,,
0.273896765,6/7/16,9,0.62,10,20.24,9.16,48.24,14.24,29.09,29.88,3372.5,,
0.645818453,6/7/16,10,0.64,10,20.94,8.28,44.32,15.76,29.09,29.88,3840.25,,
0.899602421,6/7/16,11,0.64,10,21.35,8.06,41.88,15.52,29.09,29.88,3278.75,,
0.584212772,6/7/16,12,0.8,10,21.97,7.64,39.28,15.92,29.09,29.88,4098.5,,
0.684661017,6/7/16,13,0.43,10,22.64,7.8,37.64,12.44,29.08,29.87,4379.25,,
0.52548853,6/7/16,14,0.29,10,23.14,8.12,36.96,12.92,29.08,29.87,3555.75,,
0.702784044,6/7/16,15,0.64,10,23.31,8.42,36.88,11.32,29.07,29.86,3768.25,,
0.486997579,6/7/16,16,0.53,10,23.4,8.13,36.68,12.72,29.07,29.86,2728.5,,
0.898315057,6/7/16,17,0.43,10,22.96,7.85,37.2,10.24,29.07,29.86,1908,,
0.181865409,6/8/16,6,0,10,14.68,11.93,80.28,4.28,29.24,30.03,303.5,,
0.71985038,6/8/16,7,0,10,17.59,11.16,63.15,5.64,29.24,30.03,1050.25,,
0.110696133,6/8/16,8,0,10,19.75,9.32,50.08,5.64,29.25,30.04,2275.25,,
0.252914344,6/8/16,9,0,10,20.86,7.97,42.04,5.97,29.25,30.04,3246.25,,
0.468231887,6/8/16,10,0,10,21.79,7.06,37.36,5.24,29.25,30.04,3950.5,,
0.575564567,6/8/16,11,0,10,22.54,6.56,34.64,5.56,29.25,30.04,4371.75,,
0.653462002,6/8/16,12,0,10,23.37,6.37,32,6.32,29.24,30.03,4483.75,,
0.051730135,6/8/16,13,0,10,24.06,6.38,30.32,2.16,29.22,30.01,4497.5,,
0.192242918,6/8/16,14,0,10,24.64,5.99,29.04,6.4,29.21,30,4217.5,,
0.933012865,6/8/16,15,0,10,24.96,6.35,29.08,4.12,29.2,29.99,3668.5,,
0.171792868,6/8/16,16,0,10,25.01,6.34,29.32,4.92,29.2,29.99,2881.75,,
0.859528113,6/8/16,17,0,10,24.83,6.94,30.28,5.12,29.19,29.98,1847.25,,
0.165215061,6/9/16,6,0,10,18.46,12.57,68.36,4.76,29.27,30.06,344.25,,
0.206568356,6/9/16,7,0.65,10,21.5,12.16,51.8,8.4,29.27,30.06,1035,,
0.137208657,6/9/16,8,0.89,10,23.65,11.44,46.52,9.6,29.27,30.06,1996.25,,
0.575341311,6/9/16,9,0.8,10,25.29,12.09,43.68,9.6,29.27,30.06,3066,,
0.627563817,6/9/16,10,0.54,10,26.34,11.82,38.16,8.52,29.28,30.07,3459.5,,
0.278443587,6/9/16,11,0.74,10,24.73,13.07,44.96,7.12,29.27,30.06,2433.75,,
0.295313478,6/9/16,12,0.84,10,25.77,14.44,48.48,8,29.24,30.03,1417.75,,
0.848746509,6/9/16,13,0.43,10,27.92,13.69,39.72,13.64,29.21,30,3227.25,,
0.737608859,6/9/16,14,0.21,10,28.79,13.3,36.24,11.7,29.18,29.97,4052,,
0.082235452,6/9/16,15,0,10,29,13.51,35.78,13,29.17,29.96,3518.75,,
0.526971431,6/9/16,16,0,10,29.44,14.7,37.28,13,29.15,29.94,2743.75,,
0.107828758,6/9/16,17,0,10,28.68,15.62,42.84,12.44,29.15,29.94,1725.5,,
0.44782498,6/10/16,6,0,10,23.3,19.75,76.96,8,29.23,30.02,229.13,,
0.542446198,6/10/16,7,0,10,26.1,20.66,70.04,12.48,29.26,30.05,922.75,,
0.074627753,6/10/16,8,0,10,28.15,21.29,66.2,10.16,29.27,30.06,2209,,
0.764207141,6/10/16,9,0,10,29.75,21.29,59.48,9.4,29.27,30.06,2941.75,,
0.322780165,6/10/16,10,0,10,28.42,15.01,42.65,8.88,29.26,30.05,3589.25,,
0.035811812,6/10/16,11,0.42,10,32.06,19.98,47,10.92,29.24,30.03,4041.5,,
0.664417869,6/10/16,12,0.39,10,32.21,19.76,46.34,8,29.22,30.01,4240,,
0.464563457,6/10/16,13,0.19,10,32.39,17.8,38,13,29.19,30.01,4012,,
0.99024763,6/10/16,14,0.42,10,33.29,18.93,40.83,12.12,29.19,29.99,3874.25,,
0.729548522,6/10/16,15,0.41,10,33.04,18.87,40.56,14.11,29.19,29.98,3553,,
0.266197276,6/10/16,16,0.22,10,32.9,17.99,38,14.94,29.16,29.96,2781.25,,
0.894624041,6/10/16,17,0,10,32.32,17.97,39.96,13.48,29.16,29.95,1590.25,,
0.942360174,6/11/16,6,0,10,23.58,20.6,79.2,10.04,29.21,30,246.25,,
0.312318024,6/11/16,7,0,10,26.16,21.44,72.72,10.36,29.22,30.01,914,,
0.840527751,6/11/16,8,0,10,28.43,21.6,66.12,10.52,29.22,30.01,2204.5,,
0.538350419,6/11/16,9,0,10,30.2,20.86,56.36,15.56,29.25,30.04,2579,,
0.129693809,6/11/16,10,0.28,10,31.08,20.42,52.48,15.12,29.26,30.05,3295.5,,
0.47496262,6/11/16,11,0.5,10,31.93,19.59,46.12,14.4,29.26,30.05,3996.25,,
0.754648366,6/11/16,12,0.58,10,32.28,18.93,43.88,10,29.24,30.03,3714.75,,
0.136049277,6/11/16,13,0.42,10,33.12,18.9,40.83,12.06,29.22,30.01,4185,,
0.224217876,6/11/16,14,0.41,10,33.07,18.68,40.12,13.33,29.21,30,4084.25,,
0.443091152,6/11/16,15,0.44,10,32.84,17.89,37.94,13.94,29.2,30,2991.75,,
0.843963492,6/11/16,16,0.39,10,32.83,17.98,38,10.89,29.2,29.99,2234.5,,
0.628137545,6/11/16,17,0.01,10,32.17,17.95,41.06,10.88,29.19,29.98,1320.75,,
0.552235223,6/12/16,6,0,10,24.99,19.2,71.44,7.6,29.28,30.07,303.75,,
0.823866279,6/12/16,7,0,10,25.56,17.21,63.16,8.04,29.29,30.08,1027.75,,
0.572978008,6/12/16,8,0,10,26.34,16.73,57.64,7.04,29.3,30.1,1982.75,,
0.132583218,6/12/16,9,0,10,27.49,16.77,52.6,9.32,29.3,30.09,2768,,
0.842520875,6/12/16,10,0,10,29.05,17.56,49.8,9.52,29.3,30.09,3620.5,,
0.530111768,6/12/16,11,0,10,29.67,17.99,48.23,8,29.3,30.09,4043,,
0.381508834,6/12/16,12,0,10,30.02,18.9,50,10,29.27,30.09,3671.25,,
0.138077373,6/12/16,13,0.41,10,28.02,10.13,31.36,6.53,29.27,30.06,3328.75,,
0.776774864,6/12/16,14,0.82,10,28.29,9.05,28.83,14.77,29.29,30.08,3775,,
0.896631723,6/12/16,15,0.41,10,27.57,3.95,22.23,10.33,29.27,30.07,3330.5,,
0.423497991,6/12/16,16,0,10,30.47,14.32,34.66,11,29.26,30.05,2325.25,,
0.515048429,6/12/16,17,0,10,29.29,12.22,34.64,15.24,29.27,30.06,1711,,
0.605361549,6/13/16,6,0,10,18.56,9.7,53.6,5.36,29.27,30.06,189,,
0.007587828,6/13/16,7,0,10,21.41,10.92,48.04,6.44,29.27,30.06,865.75,,
0.79438635,6/13/16,8,0,10,24.02,10.78,41.52,8.36,29.25,30.04,2032.5,,
0.198179521,6/13/16,9,0,10,26.28,11.77,39.04,8.44,29.24,30.03,2992.25,,
0.652356256,6/13/16,10,0,10,27.93,12.95,37,5.22,29.23,30.02,3639.25,,
0.081034711,6/13/16,11,0,10,29.43,12.8,36,8,29.19,30.01,4026.5,,
0.746006428,6/13/16,12,0,10,30.45,15,39,0,29.17,29.99,4181.25,,
0.945587061,6/13/16,13,0,10,31.36,16.97,41,2.67,29.15,29.94,4127.5,,
0.765982848,6/13/16,14,0.21,10,29.02,10.54,31.07,0.17,29.14,29.94,3837.5,,
0.686172815,6/13/16,15,0.44,10,32.05,18.8,43.45,0,29.12,29.91,2907.25,,
0.681629651,6/13/16,16,0.36,10,29.07,10.97,32.31,3.12,19.01,29.9,2717.5,,
0.62581298,6/13/16,17,0,10,30.97,17.2,39,0,29.06,29.88,1681.5,,
0.732317587,6/14/16,6,0.77,5.86,22.13,21.82,92.86,7.93,29.11,29.9,39.56,,
0.138425026,6/14/16,7,0.06,6.96,23.6,22.49,92.38,6.11,29.1,29.89,105.51,,
0.281973456,6/14/16,8,0,10,26.04,22.81,83.16,6.64,29.1,29.89,1661,,
0.201180987,6/14/16,9,0,10,27.61,22.48,74.52,9.04,29.1,29.89,2893,,
0.324786751,6/14/16,10,0.14,10,28.47,22.7,70.72,8.32,29.09,29.88,3653.5,,
0.000535558,6/14/16,11,0.63,10,29.53,23.4,69.04,8.76,29.09,29.88,3911.25,,
0.575030961,6/14/16,12,0.63,9.76,26.08,13.89,45.8,7.54,24.16,29.85,4218.5,,
0.362703013,6/14/16,13,0.74,8.95,26.12,18.1,54.82,8.33,29.04,29.83,2043.5,,
0.123958431,6/14/16,14,0.96,7.84,25.83,22.44,86.2,9.27,29.04,29.84,1552.75,,
0.123760984,6/14/16,15,0.8,7.6,26.27,23.22,87.64,12.48,29.05,29.84,2697.25,,
0.914523058,6/14/16,16,0.16,10,26.73,23.41,81.04,13.04,29.04,29.83,2767.5,,
0.380857836,6/14/16,17,0.29,10,26.35,23.16,79.96,12.36,29.02,29.81,1887.75,,
0.899667998,6/15/16,6,0.52,6.65,23.38,22.27,96.58,7.04,29.03,29.82,120.73,,
0.255248544,6/15/16,7,0.64,8.96,24.86,23.31,93.04,8.08,29.03,29.82,968.75,,
0.920256106,6/15/16,8,0.14,10,26.69,23.79,83.92,9.96,29.04,29.83,1991.75,,
0.103813335,6/15/16,9,0.14,10,28.32,24.48,79.56,9.08,29.02,29.81,2901,,
0.465802276,6/15/16,10,0.63,10,29.52,25.46,77.88,13.04,29.02,29.81,3206.5,,
0.091623466,6/15/16,11,0.44,10,30.84,25.94,75.77,10.23,29.01,29.8,3672,,
0.938226605,6/15/16,12,0.69,10,31.66,25.89,74.23,8.33,29,29.79,4199,,
0.331543108,6/15/16,13,0.55,10,32.04,25.64,68.56,10.04,28.99,29.78,3988.5,,
0.604909402,6/15/16,14,0.4,10,32.75,23.97,59.92,12.44,28.97,29.76,4016.75,,
0.626945657,6/15/16,15,0,10,32.69,22.95,55.84,13.36,28.97,29.76,2538.5,,
